Date,exchange_rate,exchange_rate_var
2022-02-28,5.196578947368421,-6.099013825321387
2022-03-31,4.968381818181818,-4.391295340604085
2022-04-30,4.758015789473684,-4.234095454143616
2022-05-31,4.95505,4.1411003923572665
2022-06-30,5.049209523809524,1.900273938901198
2022-07-31,5.368071428571429,6.315085623963768
2022-08-31,5.143286956521739,-4.187434445325744
2022-09-30,5.236957142857143,1.8212125266825696
2022-10-31,5.2503,0.25478263004414803
2022-11-30,5.274649999999999,0.46378302192253695
2022-12-31,5.242431818181818,-0.6108117470956631
2023-01-31,5.200681818181819,-0.7963861323899701
2023-02-28,5.171688888888889,-0.5574832359781956
2023-03-31,5.211460869565218,0.769032738256481
2023-04-30,5.019733333333333,-3.678959528441794
2023-05-31,4.9828363636363635,-0.735038442220759
2023-06-30,4.851566666666667,-2.6344372439696007
2023-07-31,4.800833333333333,-1.045710320377613
2023-08-31,4.903543478260869,2.139423258341311
2023-09-30,4.93699,0.6820888177582418
2023-10-31,5.064842857142857,2.589692447075187
2023-11-30,4.89834,-3.2874239505385816
2023-12-31,4.897245,-0.022354511936706345
2024-01-31,4.9143954545454545,0.3502061780747079
2024-02-29,4.964389473684211,1.017297439759668
2024-03-31,4.980135,0.3171694404569658
2024-04-30,5.129095454545455,2.9910927022150036
2024-05-31,5.133047619047619,0.07705383019653844
2024-06-30,5.388975,4.985875837245124
2024-07-31,5.542047826086956,2.84048128052099
2024-08-31,5.5526136363636365,0.19064812517397556
2024-09-30,5.541566666666666,-0.19895080804154253
2024-10-31,5.624108695652174,1.4895071006184812
2024-11-30,5.807057894736842,3.2529456485451913
2024-12-31,6.097028571428571,4.993418043146081
2025-01-31,6.021772727272727,-1.2343036164944698
2025-02-28,5.765645,-4.253360910031012
2025-03-31,5.74681052631579,-0.3266672451080477
2025-04-30,5.783675000000001,0.6414771030887723
2025-05-31,5.6673857142857145,-2.0106469626022583
2025-06-30,5.547055,-2.123213777075339
2025-07-31,5.528491304347826,-0.3346585828367332
2025-08-31,5.44692380952381,-1.4754024259723164
2025-09-30,5.367409090909091,-1.459809635590803
2025-10-31,5.385526086956522,0.33753708242800773
2025-11-30,5.340852631578947,-0.8295095902658645
2025-12-31,5.44816,2.0091804777869093
