Date,focus_expected_inflation,Infl. 12 m suav.,Infl. meses 13-24,Infl. meses 13-24 suav.,bcb_expected_inflation,selic_target,exchange_rate,exchange_rate_var,output,output_potential,output_gap,inflation_target,interval_size,upper_limit,lower_limit,inflation_12m,ano,mes,inflation_target_next,bcb_inflation_deviation,focus_inflation_deviation
2003-04,9.06,8.92,,,6.066666666666666,26.5,3.1186700000000003,-9.52219315966033,92.29938,94.81237611727923,-2.5129961172792292,8.5,,,,16.77,2003,4,5.5,-1.4333333333333333,1.5600000000000005
2003-05,8.27,8.34,,,5.433333333333334,26.5,2.955742857142857,-5.224250813877173,90.94012,95.1435206631144,-4.203400663114408,8.5,,,,17.24,2003,5,5.5,-1.8166666666666667,1.0199999999999996
2003-06,7.71,7.76,,,4.8,26.0,2.8832050000000002,-2.4541328745009583,91.44546,95.47566979898613,-4.030209798986135,8.5,,,,16.57,2003,6,5.5,-2.2,0.71
2003-07,6.64,6.86,,,4.466666666666667,24.5,2.8798304347826083,-0.11704215334643608,90.64099,95.8088210235168,-5.167831023516797,8.5,,,,15.43,2003,7,5.5,-2.283333333333333,-0.11000000000000032
2003-08,6.34,6.38,,,4.133333333333333,22.0,3.002542857142857,4.261098878535607,91.90913,96.14294073803102,-4.233810738031011,8.5,,,,15.07,2003,8,5.5,-2.366666666666667,-0.16000000000000014
2003-09,6.46,6.35,,,3.8,20.0,2.9228454545454543,-2.6543302257221013,94.53327,96.47795546861398,-1.944685468613983,8.5,,,,15.14,2003,9,5.5,-2.45,0.20999999999999996
2003-10,6.17,6.13,,,4.033333333333333,19.0,2.8615,-2.0988264860207773,94.98237,96.81375907305814,-1.8313890730581335,8.5,,,,13.98,2003,10,5.5,-1.9666666666666668,0.17000000000000004
2003-11,5.98,6.01,,,4.266666666666667,17.5,2.9138,1.8277127380744496,95.97502,97.15023040386681,-1.1752104038668136,8.5,,,,11.02,2003,11,5.5,-1.4833333333333334,0.23000000000000043
2003-12,5.88,5.89,,,4.5,16.5,2.9252545454545453,0.39311364728344955,94.51718,97.48723418245483,-2.970054182454831,8.5,,,,9.3,2003,12,5.5,-1.0,0.3799999999999999
2004-01,6.0,5.88,,,4.566666666666666,16.5,2.8518333333333334,-2.509908487632251,96.38548,97.82462606225545,-1.4391460622554462,5.5,2.5,8.0,3.0,7.71,2004,1,4.5,-0.8500000000000002,0.5833333333333333
2004-02,5.69,5.61,,,4.633333333333334,16.5,2.930311111111111,2.7518360508834494,97.86623,98.16223877961727,-0.29600877961726724,5.5,,,,6.69,2004,2,4.5,-0.6999999999999996,0.356666666666667
2004-03,5.41,5.33,,,4.7,16.25,2.9054565217391306,-0.8481894389212541,98.48589,98.49989396636681,-0.01400396636681478,5.5,,,,5.89,2004,3,4.5,-0.5499999999999998,0.16000000000000014
2004-04,5.49,5.49,,,4.733333333333333,16.0,2.9059850000000003,0.018189164316018136,99.26207,98.83741097031218,0.42465902968781677,5.5,,,,5.26,2004,4,4.5,-0.4333333333333333,0.32333333333333353
2004-05,5.67,5.67,,,4.766666666666667,16.0,3.100419047619048,6.69081387615722,100.12512,99.17460903120624,0.9505109687937505,5.5,,,,5.15,2004,5,4.5,-0.3166666666666667,0.5866666666666667
2004-06,6.03,6.02,,,4.8,16.0,3.1291476190476186,0.9266028555279471,100.50215,99.51131066549192,0.990839334508081,5.5,,,,6.06,2004,6,4.5,-0.20000000000000018,1.0300000000000002
2004-07,6.28,6.12,,,5.2,16.0,3.0367772727272726,-2.9519331641010838,101.21682,99.84734572380168,1.3694742761983179,5.5,,,,6.81,2004,7,4.5,0.2833333333333335,1.3633333333333337
2004-08,6.22,6.2,,,5.6,16.0,3.0029136363636364,-1.11511755135153,102.30943,100.18255170213324,2.1268782978667673,5.5,,,,7.18,2004,8,4.5,0.7666666666666663,1.3866666666666665
2004-09,6.19,6.17,,,6.0,16.25,2.891147619047619,-3.7219191375533422,102.68582,100.51677666341544,2.169043336584565,5.5,,,,6.7,2004,9,4.5,1.25,1.4400000000000004
2004-10,6.17,6.17,,,5.766666666666667,16.75,2.852855,-1.3244781689920493,102.09948,100.84988508167508,1.2495949183249166,5.5,,,,6.86,2004,10,4.5,1.1,1.5033333333333332
2004-11,6.22,6.16,,,5.533333333333333,17.25,2.78604,-2.342039816254249,102.05578,101.18175816738447,0.8740218326155258,5.5,,,,7.24,2004,11,4.5,0.9499999999999998,1.6366666666666665
2004-12,5.97,5.93,,,5.3,17.75,2.7181608695652173,-2.436401861953974,102.69571,101.51228677295201,1.1834232270479959,5.5,,,,7.6,2004,12,4.5,0.7999999999999998,1.4699999999999998
2005-01,5.7,5.66,,,5.2,18.25,2.6930238095238095,-0.9247819112865319,103.24638,101.84136849478179,1.4050115052182122,4.5,2.5,7.0,2.0,7.41,2005,1,4.5,0.7000000000000002,1.2000000000000002
2005-02,5.57,5.58,,,5.1,18.75,2.597838888888889,-3.5344997804438782,101.84251,102.1689100606299,-0.3264000606298936,4.5,,,,7.39,2005,2,4.5,0.5999999999999996,1.0700000000000003
2005-03,5.5,5.46,,,5.0,19.25,2.7047363636363637,4.114861595331476,102.83822,102.49482903939052,0.34339096060948293,4.5,,,,7.54,2005,3,4.5,0.5,1.0
2005-04,5.59,5.49,,,4.866666666666666,19.5,2.57918,-4.642092490950223,102.87626,102.81904048143892,0.05721951856108376,4.5,,,,8.07,2005,4,4.5,0.36666666666666625,1.0899999999999999
2005-05,5.44,5.39,,,4.733333333333333,19.75,2.452814285714286,-4.899453093065009,106.43452,103.14146208677198,3.2930579132280258,4.5,,,,8.05,2005,5,4.5,0.2333333333333334,0.9400000000000004
2005-06,5.07,5.08,,,4.6,19.75,2.4135136363636365,-1.602267631085852,104.19472,103.46201199689524,0.7327080031047615,4.5,,,,7.27,2005,6,4.5,0.09999999999999964,0.5700000000000003
2005-07,4.94,5.01,,,4.266666666666667,19.75,2.3735095238095236,-1.6575051390381068,103.5976,103.78063376271183,-0.1830337627118297,4.5,,,,6.57,2005,7,4.5,-0.2333333333333334,0.44000000000000045
2005-08,4.9,4.95,,,3.933333333333333,19.75,2.3606304347826086,-0.5426179628823968,103.6814,104.09727658873597,-0.4158765887359692,4.5,,,,6.02,2005,8,4.5,-0.5666666666666669,0.40000000000000036
2005-09,4.8,4.8,,,3.6,19.5,2.2944095238095237,-2.8052214356536154,102.96555,104.41188826718448,-1.4463382671844869,4.5,,,,6.04,2005,9,4.5,-0.8999999999999999,0.2999999999999998
2005-10,4.73,4.68,,,3.6666666666666665,19.0,2.25645,-1.6544354185950905,102.48186,104.72441338134999,-2.2425533813499925,4.5,,,,6.36,2005,10,4.5,-0.8333333333333335,0.23000000000000043
2005-11,4.63,4.64,,,3.7333333333333334,18.5,2.2108350000000003,-2.0215382569966023,103.44707,105.03478535450753,-1.5877153545075373,4.5,,,,6.22,2005,11,4.5,-0.7666666666666666,0.1299999999999999
2005-12,4.51,4.48,,,3.8,18.0,2.285481818181818,3.376408378816964,105.17228,105.34292030627954,-0.1706403062795374,4.5,,,,5.69,2005,12,4.5,-0.7000000000000002,0.009999999999999787
2006-01,4.59,4.58,,,3.6,17.25,2.273868181818182,-0.5081482718981012,105.63701,105.64872210539832,-0.011712105398316908,4.5,2.0,6.5,2.5,5.7,2006,1,4.5,-0.8999999999999998,0.08999999999999986
2006-03,4.41,4.41,,,3.2,16.5,2.1519608695652175,-0.4607636923573244,105.87072,106.25293636355805,-0.3822163635580438,4.5,,,,5.32,2006,3,4.5,-1.2999999999999998,-0.08999999999999986
2006-04,4.18,4.2,,,3.4333333333333336,15.75,2.1292888888888886,-1.0535498575728997,106.34841,106.55115761138981,-0.20274761138981034,4.5,,,,4.63,2006,4,4.5,-1.0666666666666664,-0.3200000000000003
2006-05,4.15,4.2,,,3.6666666666666665,15.75,2.1781,2.292366778684607,107.08331,106.84666042532078,0.23664957467921965,4.5,,,,4.23,2006,5,4.5,-0.8333333333333335,-0.34999999999999964
