Date,focus_expected_inflation,Infl. 12 m suav.,Infl. meses 13-24,Infl. meses 13-24 suav.,bcb_expected_inflation,selic_target,exchange_rate,exchange_rate_var,output,output_potential,output_gap,inflation_target,interval_size,upper_limit,lower_limit,inflation_12m,ano,mes,inflation_target_next,bcb_inflation_deviation,focus_inflation_deviation
2006-07,4.33,4.4,,,4.0,14.75,2.1892809523809524,-2.62463967331793,106.57162,107.42911983143117,-0.8574998314311699,4.5,,,,3.97,2006,7,4.5,-0.5,-0.16999999999999993
2006-08,4.41,4.5,,,4.1,14.25,2.155882608695652,-1.5255394082234086,106.41823,107.7158729877969,-1.2976429877969053,4.5,,,,3.84,2006,8,4.5,-0.40000000000000036,-0.08999999999999986
2006-10,4.06,4.07,,,4.1,13.75,2.1482809523809525,-0.9435893855223809,106.16329,108.27985435192183,-2.1165643519218236,4.5,,,,3.26,2006,10,4.5,-0.40000000000000036,-0.4400000000000004
2006-11,4.18,4.18,,,4.0,13.25,2.1579,0.4477555697911306,107.55591,108.55681334103824,-1.0009033410382386,4.5,,,,3.02,2006,11,4.5,-0.5,-0.32000000000000023
2007-01,4.07,4.03,,,3.8666666666666667,13.0,2.1384772727272727,-0.5322396774171678,108.01813,109.09986731353327,-1.0817373135332673,4.5,2.0,6.5,2.5,2.99,2007,1,4.5,-0.6333333333333333,-0.4299999999999997
2007-03,3.8,3.81,,,3.8,12.75,2.0886772727272724,-0.36125115194883817,110.81673,109.62727931392078,1.1894506860792262,4.5,,,,2.96,2007,3,4.5,-0.7000000000000002,-0.7000000000000002
2007-04,3.62,3.62,,,3.7333333333333334,12.5,2.032035,-2.711872890411271,111.93977,109.88466683607771,2.0551031639222828,4.5,,,,3.0,2007,4,4.5,-0.7666666666666666,-0.8799999999999999
2007-06,3.37,3.4,,,3.6,12.0,1.93187,-2.5102590863736007,112.90762,110.38594594074169,2.5216740592583022,4.5,,,,3.69,2007,6,4.5,-0.8999999999999999,-1.13
2007-07,3.5,3.54,,,3.7666666666666666,11.5,1.8828181818181817,-2.5390848339597483,112.53958,110.62953888975038,1.9100411102496224,4.5,,,,3.74,2007,7,4.5,-0.7333333333333334,-1.0
2007-09,3.87,3.72,,,4.1,11.25,1.899578947368421,-3.3791279427274223,112.842,111.10201735765283,1.7399826423471723,4.5,,,,4.15,2007,9,4.5,-0.40000000000000036,-0.6299999999999999
2007-10,3.82,3.83,,,4.166666666666666,11.25,1.8010409090909092,-5.187362094848513,116.04185,111.33071398068036,4.711136019319639,4.5,,,,4.12,2007,10,4.5,-0.3333333333333339,-0.6800000000000003
