Date,Infl. 12 m,Infl. 12 m suav.
14/01/2008,4.3300,4.2900
15/01/2008,4.3300,4.3000
16/01/2008,4.3300,4.3000
17/01/2008,4.3300,4.3000
18/01/2008,4.3800,4.3100
21/01/2008,4.4100,4.3500
22/01/2008,4.4100,4.3500
23/01/2008,4.4200,4.3400
24/01/2008,4.4300,4.3500
25/01/2008,4.4300,4.3500
28/01/2008,4.4300,4.3300
29/01/2008,4.4300,4.3200
30/01/2008,4.4300,4.3100
31/01/2008,4.4300,4.3000
01/02/2008,4.4300,4.3000
06/02/2008,4.4300,4.2700
07/02/2008,4.4200,4.2700
08/02/2008,4.4400,4.2600
11/02/2008,4.4100,4.2300
12/02/2008,4.4100,4.2300
13/02/2008,4.2400,4.2200
14/02/2008,4.2400,4.2200
15/02/2008,4.2700,4.2600
18/02/2008,4.2700,4.2500
19/02/2008,4.2800,4.2500
20/02/2008,4.2900,4.2500
21/02/2008,4.2900,4.2600
22/02/2008,4.2900,4.2500
25/02/2008,4.3000,4.2700
26/02/2008,4.3000,4.2600
27/02/2008,4.3000,4.2600
28/02/2008,4.3000,4.2700
29/02/2008,4.3000,4.2600
03/03/2008,4.3000,4.2400
04/03/2008,4.3000,4.2500
05/03/2008,4.3000,4.2500
06/03/2008,4.3200,4.2500
07/03/2008,4.3100,4.2500
10/03/2008,4.3400,4.2500
11/03/2008,4.2500,4.2900
12/03/2008,4.2500,4.2900
13/03/2008,4.2500,4.2700
14/03/2008,4.2500,4.2900
17/03/2008,4.2500,4.3100
18/03/2008,4.2700,4.3100
19/03/2008,4.2700,4.3100
20/03/2008,4.2800,4.3300
24/03/2008,4.3000,4.3300
25/03/2008,4.3600,4.3800
26/03/2008,4.3600,4.3800
27/03/2008,4.3900,4.3800
28/03/2008,4.3600,4.3800
31/03/2008,4.3300,4.3500
01/04/2008,4.3300,4.3500
02/04/2008,4.3300,4.3600
03/04/2008,4.3300,4.3600
04/04/2008,4.3300,4.3600
07/04/2008,4.4200,4.3700
08/04/2008,4.4300,4.3900
09/04/2008,4.3900,4.3800
10/04/2008,4.3800,4.3700
11/04/2008,4.3800,4.3700
14/04/2008,4.3900,4.3800
15/04/2008,4.4200,4.3800
16/04/2008,4.4200,4.3800
17/04/2008,4.3900,4.3700
18/04/2008,4.4100,4.3700
22/04/2008,4.4200,4.3600
23/04/2008,4.4600,4.3600
24/04/2008,4.5200,4.4200
25/04/2008,4.5300,4.4300
28/04/2008,4.5300,4.4200
29/04/2008,4.5400,4.4200
30/04/2008,4.5200,4.4100
02/05/2008,4.5600,4.4200
05/05/2008,4.5900,4.4300
06/05/2008,4.5900,4.4000
07/05/2008,4.5900,4.3900
08/05/2008,4.6100,4.3800
09/05/2008,4.4500,4.4100
12/05/2008,4.5000,4.4500
13/05/2008,4.5700,4.4800
14/05/2008,4.5700,4.4800
15/05/2008,4.6400,4.6200
16/05/2008,4.6800,4.6500
19/05/2008,4.8000,4.7200
20/05/2008,4.8100,4.7200
21/05/2008,4.8100,4.7200
23/05/2008,4.8400,4.7300
26/05/2008,4.8600,4.7500
27/05/2008,4.9800,4.8000
28/05/2008,4.9800,4.7900
29/05/2008,4.9800,4.7800
30/05/2008,5.0100,4.7900
02/06/2008,5.0100,4.7700
03/06/2008,5.0200,4.7600
04/06/2008,5.0400,4.8000
05/06/2008,5.0300,4.7600
06/06/2008,5.0800,4.8100
09/06/2008,5.0800,4.7900
10/06/2008,5.1500,4.8300
11/06/2008,4.8300,4.8300
12/06/2008,4.9300,4.9200
13/06/2008,4.9400,4.9300
16/06/2008,4.9600,4.9500
17/06/2008,5.0400,5.0700
18/06/2008,5.0600,5.1400
19/06/2008,5.2200,5.1300
20/06/2008,5.2200,5.1500
23/06/2008,5.3600,5.2300
24/06/2008,5.4700,5.2800
25/06/2008,5.4700,5.2700
26/06/2008,5.4900,5.2800
27/06/2008,5.5000,5.2800
30/06/2008,5.5100,5.2900
01/07/2008,5.5100,5.2900
02/07/2008,5.5200,5.2800
03/07/2008,5.5900,5.2900
04/07/2008,5.6200,5.3200
07/07/2008,5.6200,5.2900
08/07/2008,5.6800,5.3400
09/07/2008,5.6800,5.3200
10/07/2008,5.3600,5.3400
11/07/2008,5.3600,5.3300
14/07/2008,5.3800,5.3200
15/07/2008,5.4300,5.3600
16/07/2008,5.4300,5.3500
17/07/2008,5.4100,5.3100
18/07/2008,5.4400,5.3600
21/07/2008,5.4700,5.3500
22/07/2008,5.4800,5.3600
23/07/2008,5.5600,5.4200
24/07/2008,5.5600,5.4100
25/07/2008,5.5700,5.4400
28/07/2008,5.5700,5.4100
29/07/2008,5.5700,5.4100
30/07/2008,5.5700,5.4000
31/07/2008,5.5500,5.3700
01/08/2008,5.5600,5.3700
04/08/2008,5.5400,5.3300
05/08/2008,5.5200,5.3200
06/08/2008,5.5200,5.3100
07/08/2008,5.5100,5.3000
08/08/2008,5.3000,5.3400
11/08/2008,5.2900,5.2800
12/08/2008,5.2900,5.2900
13/08/2008,5.2900,5.2900
14/08/2008,5.3000,5.3100
15/08/2008,5.3000,5.3100
18/08/2008,5.2900,5.3000
19/08/2008,5.2900,5.3000
20/08/2008,5.2800,5.3000
21/08/2008,5.2500,5.2700
22/08/2008,5.2200,5.2500
25/08/2008,5.2100,5.2400
26/08/2008,5.2100,5.2500
27/08/2008,5.2100,5.2500
28/08/2008,5.1900,5.2600
29/08/2008,5.1600,5.2600
01/09/2008,5.1600,5.2600
02/09/2008,5.1400,5.2400
03/09/2008,5.1300,5.2400
04/09/2008,5.1300,5.2400
05/09/2008,5.2200,5.2200
08/09/2008,5.2500,5.2500
09/09/2008,5.2300,5.2400
10/09/2008,5.2100,5.2300
11/09/2008,5.1800,5.1900
12/09/2008,5.1800,5.1900
15/09/2008,5.1700,5.1500
16/09/2008,5.1700,5.1500
17/09/2008,5.1700,5.1800
18/09/2008,5.1700,5.1800
19/09/2008,5.1700,5.1800
22/09/2008,5.1600,5.1800
23/09/2008,5.0700,5.1400
24/09/2008,5.0700,5.1400
25/09/2008,5.0700,5.1400
26/09/2008,5.0700,5.1400
29/09/2008,5.0700,5.1500
30/09/2008,5.0700,5.1600
01/10/2008,5.0700,5.1600
02/10/2008,5.0700,5.1600
03/10/2008,5.0500,5.1500
06/10/2008,5.0300,5.1400
07/10/2008,5.0300,5.1400
08/10/2008,5.1900,5.2000
09/10/2008,5.1400,5.1200
10/10/2008,5.1500,5.1300
13/10/2008,5.1800,5.1600
14/10/2008,5.1400,5.1700
15/10/2008,5.1300,5.1600
16/10/2008,5.1300,5.1800
17/10/2008,5.2500,5.2500
20/10/2008,5.2500,5.2500
21/10/2008,5.2400,5.2400
22/10/2008,5.2700,5.2600
23/10/2008,5.2800,5.2900
24/10/2008,5.2900,5.2700
27/10/2008,5.3000,5.2700
28/10/2008,5.3000,5.2700
29/10/2008,5.3000,5.2700
30/10/2008,5.3100,5.3200
31/10/2008,5.3300,5.3200
03/11/2008,5.3800,5.3900
04/11/2008,5.3800,5.3600
05/11/2008,5.3800,5.3600
06/11/2008,5.4000,5.3900
07/11/2008,5.3900,5.3800
10/11/2008,5.3900,5.3600
11/11/2008,5.3900,5.3600
12/11/2008,5.3900,5.3700
13/11/2008,5.3900,5.3700
14/11/2008,5.3900,5.3700
17/11/2008,5.3900,5.3600
18/11/2008,5.4200,5.3900
19/11/2008,5.3900,5.3900
20/11/2008,5.3900,5.3800
21/11/2008,5.4200,5.4000
24/11/2008,5.4800,5.4000
25/11/2008,5.4300,5.3900
26/11/2008,5.4500,5.4100
27/11/2008,5.4700,5.4500
28/11/2008,5.4700,5.4400
01/12/2008,5.4700,5.4300
02/12/2008,5.4700,5.4300
03/12/2008,5.4700,5.4200
04/12/2008,5.4600,5.4200
05/12/2008,5.3400,5.3700
08/12/2008,5.3100,5.3500
09/12/2008,5.2300,5.3000
10/12/2008,5.2500,5.3100
11/12/2008,5.1900,5.2700
12/12/2008,5.1700,5.2100
15/12/2008,5.1700,5.2100
16/12/2008,5.1700,5.2100
17/12/2008,5.1600,5.1800
18/12/2008,5.0100,5.0500
19/12/2008,4.9900,5.0400
22/12/2008,4.9600,4.9800
23/12/2008,4.9600,4.9900
24/12/2008,4.9600,5.0000
26/12/2008,4.9600,5.0100
29/12/2008,4.9300,4.9700
30/12/2008,4.9300,4.9600
31/12/2008,4.8800,4.9600
02/01/2009,4.8800,4.9600
05/01/2009,4.8700,4.9700
06/01/2009,4.8600,4.9700
07/01/2009,4.8600,4.9700
08/01/2009,4.8400,4.9800
09/01/2009,4.8800,4.9100
12/01/2009,4.8800,4.9100
13/01/2009,4.8800,4.9600
14/01/2009,4.8300,4.9100
15/01/2009,4.7900,4.9100
16/01/2009,4.7900,4.9100
19/01/2009,4.7200,4.7800
20/01/2009,4.7400,4.7800
21/01/2009,4.7200,4.7800
22/01/2009,4.6700,4.7100
23/01/2009,4.6700,4.7100
26/01/2009,4.6800,4.7400
27/01/2009,4.6600,4.7000
28/01/2009,4.6600,4.7000
29/01/2009,4.6000,4.7000
30/01/2009,4.5900,4.6900
02/02/2009,4.5900,4.6900
03/02/2009,4.6000,4.6900
04/02/2009,4.6000,4.6900
05/02/2009,4.6000,4.6900
06/02/2009,4.6900,4.6900
09/02/2009,4.6700,4.6500
10/02/2009,4.6900,4.6800
11/02/2009,4.6900,4.6800
12/02/2009,4.6400,4.6200
13/02/2009,4.6500,4.6300
16/02/2009,4.6500,4.6300
17/02/2009,4.6400,4.6300
18/02/2009,4.6500,4.6400
19/02/2009,4.6400,4.6200
20/02/2009,4.6400,4.6000
25/02/2009,4.6100,4.5100
26/02/2009,4.6300,4.5200
27/02/2009,4.5900,4.5800
02/03/2009,4.5800,4.5000
03/03/2009,4.5500,4.4800
04/03/2009,4.5500,4.4600
05/03/2009,4.5300,4.4500
06/03/2009,4.5000,4.4500
09/03/2009,4.5000,4.4100
10/03/2009,4.5100,4.4400
11/03/2009,4.4100,4.3800
12/03/2009,4.3900,4.3600
13/03/2009,4.3400,4.3400
16/03/2009,4.3400,4.3000
17/03/2009,4.3300,4.3000
18/03/2009,4.2900,4.2700
19/03/2009,4.2900,4.2800
20/03/2009,4.2500,4.2600
23/03/2009,4.1800,4.1900
24/03/2009,4.2300,4.2400
25/03/2009,4.2100,4.2000
26/03/2009,4.1600,4.1800
27/03/2009,4.1700,4.1900
30/03/2009,4.1500,4.2000
31/03/2009,4.1900,4.2100
01/04/2009,4.1700,4.2100
02/04/2009,4.1500,4.2100
03/04/2009,4.1500,4.1900
06/04/2009,4.1500,4.2100
07/04/2009,4.1500,4.2100
08/04/2009,4.1900,4.2000
09/04/2009,4.2000,4.2000
13/04/2009,4.2200,4.2000
14/04/2009,4.2200,4.2000
15/04/2009,4.2200,4.1900
16/04/2009,4.2200,4.1900
17/04/2009,4.2200,4.1800
20/04/2009,4.2200,4.1600
22/04/2009,4.2200,4.1400
23/04/2009,4.1500,4.1200
24/04/2009,4.2000,4.1300
27/04/2009,4.2300,4.1600
28/04/2009,4.2300,4.1600
29/04/2009,4.2000,4.1400
30/04/2009,4.2000,4.1400
04/05/2009,4.2300,4.1400
05/05/2009,4.2300,4.1300
06/05/2009,4.2300,4.1300
07/05/2009,4.2400,4.1400
08/05/2009,4.1300,4.0800
11/05/2009,4.1000,4.0300
12/05/2009,4.1000,4.0000
13/05/2009,4.1500,4.0200
14/05/2009,4.1000,4.0200
15/05/2009,4.1000,4.0300
18/05/2009,4.1000,4.0300
19/05/2009,4.0900,4.0100
20/05/2009,4.0900,4.0200
21/05/2009,4.1000,4.0200
22/05/2009,4.1000,4.0200
25/05/2009,4.1000,4.0600
26/05/2009,4.1000,4.0600
27/05/2009,4.1000,4.0600
28/05/2009,4.1000,4.0500
29/05/2009,4.1000,4.0200
01/06/2009,4.1000,3.9800
02/06/2009,4.1000,3.9700
03/06/2009,4.1000,4.0200
04/06/2009,4.1000,4.0500
05/06/2009,4.1000,4.0500
08/06/2009,4.1000,4.0400
09/06/2009,4.1000,4.0400
10/06/2009,4.0400,4.0800
12/06/2009,4.0400,4.0800
15/06/2009,4.0400,4.0900
16/06/2009,4.0400,4.0900
17/06/2009,4.0400,4.0900
18/06/2009,4.0400,4.0900
19/06/2009,4.0700,4.0900
22/06/2009,4.0800,4.1000
23/06/2009,4.0700,4.1000
24/06/2009,4.0500,4.1000
25/06/2009,4.0600,4.1000
26/06/2009,4.0500,4.0900
29/06/2009,4.0500,4.0900
30/06/2009,4.0500,4.0900
01/07/2009,4.0500,4.0900
02/07/2009,4.0500,4.1000
03/07/2009,4.0600,4.1000
06/07/2009,4.0600,4.0900
07/07/2009,4.0600,4.0800
08/07/2009,4.0600,4.0800
09/07/2009,4.0800,4.1000
10/07/2009,4.0800,4.1100
13/07/2009,4.0800,4.1000
14/07/2009,4.0800,4.1000
15/07/2009,4.0800,4.1000
16/07/2009,4.0800,4.1000
17/07/2009,4.1300,4.1400
20/07/2009,4.1300,4.1400
21/07/2009,4.1300,4.1400
22/07/2009,4.1200,4.1300
23/07/2009,4.1500,4.1400
24/07/2009,4.1400,4.1000
27/07/2009,4.1200,4.1000
28/07/2009,4.1200,4.1000
29/07/2009,4.1200,4.1000
30/07/2009,4.1200,4.1000
31/07/2009,4.0900,4.0800
03/08/2009,4.0900,4.0900
04/08/2009,4.0900,4.0900
05/08/2009,4.0900,4.0700
06/08/2009,4.0700,4.0700
07/08/2009,4.0700,4.0700
10/08/2009,4.0700,4.0800
11/08/2009,4.0700,4.0800
12/08/2009,4.0700,4.0800
13/08/2009,4.0700,4.0800
14/08/2009,4.0600,4.0700
17/08/2009,4.0300,4.0600
18/08/2009,4.0200,4.0600
19/08/2009,4.0200,4.0600
20/08/2009,4.0000,4.0600
21/08/2009,3.9700,4.0200
24/08/2009,3.9800,4.0400
25/08/2009,3.9700,4.0400
26/08/2009,3.9700,4.0400
27/08/2009,3.9700,4.0400
28/08/2009,3.9700,4.0400
31/08/2009,3.9800,4.0700
01/09/2009,3.9800,4.0800
02/09/2009,3.9800,4.0800
03/09/2009,3.9800,4.0700
04/09/2009,3.9800,4.0700
08/09/2009,3.9800,4.1100
09/09/2009,3.9700,4.1200
10/09/2009,4.1300,4.1000
11/09/2009,4.1500,4.1200
14/09/2009,4.1800,4.1300
15/09/2009,4.1800,4.2000
16/09/2009,4.1800,4.2000
17/09/2009,4.1800,4.2000
18/09/2009,4.1800,4.2000
21/09/2009,4.1800,4.1600
22/09/2009,4.1800,4.1200
23/09/2009,4.1800,4.2000
24/09/2009,4.1500,4.2000
25/09/2009,4.1500,4.2100
28/09/2009,4.1600,4.2200
29/09/2009,4.1800,4.2300
30/09/2009,4.1800,4.2500
01/10/2009,4.1800,4.2500
02/10/2009,4.1600,4.2500
05/10/2009,4.1600,4.2600
06/10/2009,4.1600,4.2700
07/10/2009,4.1600,4.2700
08/10/2009,4.2700,4.2800
09/10/2009,4.2800,4.2900
13/10/2009,4.2800,4.2900
14/10/2009,4.2900,4.3300
15/10/2009,4.2900,4.3300
16/10/2009,4.2900,4.3300
19/10/2009,4.2900,4.3400
20/10/2009,4.2800,4.3200
21/10/2009,4.2800,4.3200
22/10/2009,4.2700,4.3200
23/10/2009,4.2700,4.2900
26/10/2009,4.2700,4.2900
27/10/2009,4.2700,4.2900
28/10/2009,4.2700,4.3000
29/10/2009,4.2700,4.2800
30/10/2009,4.2700,4.2900
03/11/2009,4.2500,4.3000
04/11/2009,4.2500,4.3100
05/11/2009,4.2500,4.3200
06/11/2009,4.2500,4.3200
09/11/2009,4.2600,4.3400
10/11/2009,4.2600,4.3400
11/11/2009,4.3500,4.3300
12/11/2009,4.3500,4.3300
13/11/2009,4.3500,4.3300
16/11/2009,4.3500,4.3500
17/11/2009,4.3500,4.3500
18/11/2009,4.3500,4.3500
19/11/2009,4.3500,4.3500
20/11/2009,4.3500,4.3600
23/11/2009,4.3600,4.3700
24/11/2009,4.3600,4.3800
25/11/2009,4.3400,4.3600
26/11/2009,4.3400,4.3700
27/11/2009,4.3400,4.3800
30/11/2009,4.3500,4.4000
01/12/2009,4.3500,4.4000
02/12/2009,4.3500,4.4000
03/12/2009,4.3500,4.3900
04/12/2009,4.3900,4.3900
07/12/2009,4.3500,4.3900
08/12/2009,4.3500,4.4000
09/12/2009,4.4000,4.4000
10/12/2009,4.4000,4.4000
11/12/2009,4.3900,4.3900
14/12/2009,4.3900,4.4000
15/12/2009,4.3900,4.4000
16/12/2009,4.3900,4.4000
17/12/2009,4.3900,4.4100
18/12/2009,4.3900,4.4000
21/12/2009,4.3800,4.4200
22/12/2009,4.3800,4.4300
23/12/2009,4.3800,4.4300
24/12/2009,4.3700,4.4300
28/12/2009,4.3600,4.4400
29/12/2009,4.3700,4.4400
30/12/2009,4.3700,4.4400
31/12/2009,4.3800,4.4400
