Date,Infl. 12 m,Infl. 12 m suav.,Infl. meses 13-24,Infl. meses 13-24 suav.
31/01/2024,3.8137,3.8128,3.5255,3.5831
01/02/2024,3.8145,3.8142,3.5278,3.5823
02/02/2024,3.8088,3.8150,3.5278,3.5870
05/02/2024,3.8036,3.7916,3.5278,3.5791
06/02/2024,3.8036,3.7924,3.5278,3.5783
07/02/2024,3.8036,3.7930,3.5278,3.5774
08/02/2024,3.7793,3.7739,3.5774,3.5000
09/02/2024,3.7793,3.7652,3.5621,3.5702
14/02/2024,3.7775,3.7349,3.5621,3.5510
15/02/2024,3.7775,3.7284,3.5654,3.5543
16/02/2024,3.7830,3.7315,3.5763,3.5674
19/02/2024,3.7830,3.7121,3.5654,3.5541
20/02/2024,3.7830,3.6999,3.5654,3.5510
21/02/2024,3.7830,3.6877,3.5654,3.5479
22/02/2024,3.7757,3.6688,3.5572,3.5420
23/02/2024,3.7793,3.6634,3.5485,3.5428
26/02/2024,3.7877,3.6534,3.5587,3.5464
27/02/2024,3.7830,3.6415,3.5572,3.5342
28/02/2024,3.7793,3.6168,3.5572,3.5326
29/02/2024,3.7775,3.6110,3.5572,3.5311
01/03/2024,3.7642,3.5984,3.5485,3.5374
04/03/2024,3.7655,3.5771,3.5413,3.5451
05/03/2024,3.7642,3.5586,3.5413,3.5434
06/03/2024,3.7683,3.5496,3.5294,3.5217
07/03/2024,3.7517,3.5152,3.5294,3.5401
08/03/2024,3.7616,3.5149,3.5294,3.5609
11/03/2024,3.7594,3.5033,3.5413,3.5664
12/03/2024,3.4772,3.4837,3.5562,2.8220
13/03/2024,3.4772,3.4931,3.5562,3.3685
14/03/2024,3.4736,3.4970,3.5664,3.4992
15/03/2024,3.4361,3.4472,3.5927,3.5971
18/03/2024,3.4270,3.4432,3.5933,3.6010
19/03/2024,3.4270,3.4463,3.5933,3.6010
20/03/2024,3.4046,3.4475,3.5927,3.5966
21/03/2024,3.4014,3.4489,3.5927,3.5965
22/03/2024,3.4013,3.4520,3.5969,3.6017
25/03/2024,3.4011,3.4499,3.6000,3.6010
26/03/2024,3.4011,3.4534,3.6000,3.6010
27/03/2024,3.4006,3.4504,3.6000,3.5987
28/03/2024,3.4001,3.4606,3.5938,3.5930
01/04/2024,3.4014,3.4747,3.5938,3.5901
02/04/2024,3.4014,3.4747,3.5938,3.5692
03/04/2024,3.4110,3.4819,3.5938,3.5484
04/04/2024,3.4159,3.4908,3.5933,3.5484
05/04/2024,3.4113,3.4953,3.5923,3.5481
08/04/2024,3.4112,3.5070,3.5919,3.5419
09/04/2024,3.4112,3.5148,3.5927,3.5626
10/04/2024,3.5351,3.5329,3.5419,3.5427
11/04/2024,3.5251,3.5267,3.5767,3.4576
12/04/2024,3.5272,3.5277,3.5992,3.5970
15/04/2024,3.5320,3.5283,3.6075,3.5970
16/04/2024,3.5272,3.5273,3.6075,3.5970
17/04/2024,3.5272,3.5284,3.6075,3.5970
18/04/2024,3.5351,3.5351,3.6075,3.6413
19/04/2024,3.5560,3.5610,3.6488,3.5971
22/04/2024,3.5966,3.5703,3.6540,3.5650
23/04/2024,3.5966,3.5710,3.6592,3.5806
24/04/2024,3.6048,3.5717,3.6592,3.5765
25/04/2024,3.6057,3.5724,3.6488,3.5587
26/04/2024,3.5864,3.5640,3.6439,3.5826
29/04/2024,3.5636,3.5551,3.6439,3.5764
30/04/2024,3.5761,3.5637,3.6439,3.5729
02/05/2024,3.5761,3.5698,3.6389,3.5438
03/05/2024,3.6143,3.6019,3.6389,3.5932
06/05/2024,3.6159,3.5986,3.6389,3.5901
07/05/2024,3.6161,3.5954,3.6389,3.5891
08/05/2024,3.6161,3.5911,3.6488,3.5971
09/05/2024,3.6176,3.5998,3.6389,3.5870
10/05/2024,3.6064,3.6034,3.5779,3.5777
13/05/2024,3.6068,3.5929,3.5809,3.5738
14/05/2024,3.6068,3.5904,3.5809,3.5735
15/05/2024,3.6068,3.5874,3.5809,3.5732
16/05/2024,3.6069,3.5869,3.5809,3.5786
17/05/2024,3.6793,3.6405,3.5870,3.5558
20/05/2024,3.6793,3.6405,3.5870,3.5587
21/05/2024,3.6794,3.6426,3.5870,3.5581
22/05/2024,3.6795,3.6444,3.5919,3.5767
23/05/2024,3.6794,3.6436,3.5919,3.6091
24/05/2024,3.7103,3.6501,3.5971,3.6587
27/05/2024,3.7103,3.6383,3.6174,3.6664
28/05/2024,3.7103,3.6315,3.6174,3.6725
29/05/2024,3.7109,3.6254,3.6377,3.6786
31/05/2024,3.7247,3.6376,3.6541,3.6909
03/06/2024,3.7251,3.6291,3.6685,3.7044
04/06/2024,3.7251,3.6258,3.6685,3.7024
05/06/2024,3.7358,3.6226,3.6685,3.7005
06/06/2024,3.7358,3.6194,3.6685,3.6985
07/06/2024,3.7251,3.6254,3.6709,3.7103
10/06/2024,3.7251,3.6099,3.6709,3.7006
11/06/2024,3.5760,3.5745,3.7103,3.5912
12/06/2024,3.5760,3.5723,3.7103,3.4266
13/06/2024,3.5660,3.5680,3.7103,3.5771
14/06/2024,3.6178,3.6058,3.7272,3.7163
17/06/2024,3.6208,3.6015,3.7224,3.7151
18/06/2024,3.6208,3.5933,3.7224,3.7165
19/06/2024,3.6178,3.5880,3.7234,3.7250
20/06/2024,3.6172,3.5772,3.7234,3.7095
21/06/2024,3.6196,3.5830,3.7234,3.7289
24/06/2024,3.6226,3.5869,3.7272,3.7129
25/06/2024,3.6226,3.5854,3.7400,3.7215
26/06/2024,3.6238,3.5849,3.7490,3.7338
27/06/2024,3.6290,3.5831,3.7490,3.7320
28/06/2024,3.6689,3.6098,3.7490,3.7317
01/07/2024,3.6695,3.6003,3.7507,3.7213
02/07/2024,3.6695,3.5946,3.7507,3.7156
03/07/2024,3.6695,3.6012,3.7525,3.7245
04/07/2024,3.6695,3.5832,3.7525,3.7319
05/07/2024,3.6787,3.5911,3.7526,3.7387
08/07/2024,3.6896,3.5802,3.7575,3.7328
09/07/2024,3.6908,3.5863,3.7526,3.7283
10/07/2024,3.6425,3.6382,3.7231,3.4529
11/07/2024,3.6535,3.6474,3.7283,3.4909
12/07/2024,3.6796,3.6835,3.7308,3.5689
15/07/2024,3.6833,3.6977,3.7308,3.5981
16/07/2024,3.6869,3.7001,3.7375,3.6837
17/07/2024,3.6991,3.7065,3.7375,3.6325
18/07/2024,3.7095,3.7097,3.7418,3.6312
19/07/2024,3.7618,3.7380,3.7419,3.7224
22/07/2024,3.7605,3.7263,3.7420,3.7194
23/07/2024,3.7520,3.7259,3.7420,3.7187
24/07/2024,3.7605,3.7302,3.7316,3.7180
25/07/2024,3.7726,3.7316,3.7300,3.7100
26/07/2024,3.8036,3.7248,3.7316,3.7199
29/07/2024,3.8135,3.7158,3.7283,3.7162
30/07/2024,3.8135,3.7110,3.7283,3.7155
31/07/2024,3.8135,3.7089,3.7283,3.7131
01/08/2024,3.8135,3.7055,3.7300,3.7142
02/08/2024,3.8240,3.7236,3.7434,3.7169
05/08/2024,3.8245,3.7224,3.7434,3.7138
06/08/2024,3.8243,3.7132,3.7434,3.7138
07/08/2024,3.8247,3.7110,3.7316,3.7117
08/08/2024,3.8247,3.7109,3.7283,3.7104
09/08/2024,3.7295,3.7285,3.7036,3.5915
12/08/2024,3.7298,3.7416,3.7076,3.6084
13/08/2024,3.7298,3.7494,3.7005,3.6225
14/08/2024,3.7298,3.7587,3.7005,3.6078
15/08/2024,3.7298,3.7630,3.7055,3.6075
16/08/2024,3.7295,3.7346,3.7005,3.6294
19/08/2024,3.7297,3.7482,3.7000,3.6225
20/08/2024,3.7298,3.7637,3.6995,3.6146
21/08/2024,3.7445,3.7934,3.6949,3.6237
22/08/2024,3.7615,3.8127,3.6949,3.6226
23/08/2024,3.7832,3.8338,3.7104,3.6908
26/08/2024,3.7832,3.8504,3.7103,3.7417
27/08/2024,3.7832,3.8538,3.7054,3.6882
28/08/2024,3.7824,3.8532,3.7054,3.6891
29/08/2024,3.7832,3.8590,3.7054,3.6900
30/08/2024,3.7720,3.8673,3.7005,3.6887
02/09/2024,3.7891,3.8869,3.7005,3.6891
03/09/2024,3.7977,3.8983,3.7005,3.6893
04/09/2024,3.8050,3.9104,3.7005,3.6895
05/09/2024,3.8050,3.9244,3.7005,3.6896
06/09/2024,3.8317,3.9331,3.7261,3.7403
09/09/2024,3.8373,3.9607,3.7413,3.7320
10/09/2024,3.9759,3.9754,3.7530,3.7286
11/09/2024,3.9759,3.9731,3.7530,3.6348
12/09/2024,4.0416,4.0219,3.7530,3.6457
13/09/2024,4.0831,4.0459,3.7546,3.6986
16/09/2024,4.0979,4.0376,3.7561,3.7003
17/09/2024,4.1121,4.0373,3.7561,3.7003
18/09/2024,4.1061,4.0376,3.7625,3.7003
19/09/2024,4.0990,4.0425,3.7625,3.6984
20/09/2024,4.1441,4.0388,3.7921,3.7808
23/09/2024,4.1444,4.0069,3.7708,3.7765
24/09/2024,4.1292,3.9905,3.7708,3.7551
25/09/2024,4.1142,3.9805,3.7708,3.7583
26/09/2024,4.1441,3.9795,3.7708,3.7255
27/09/2024,4.1149,3.9677,3.7625,3.7003
30/09/2024,4.1348,3.9481,3.7625,3.7463
01/10/2024,4.1149,3.9402,3.7625,3.7453
02/10/2024,4.1149,3.9324,3.7625,3.7442
03/10/2024,4.1444,3.9244,3.7625,3.7431
04/10/2024,4.1446,3.9227,3.7708,3.7421
07/10/2024,4.1441,3.9049,3.7728,3.7565
08/10/2024,4.1441,3.8969,3.7688,3.7362
09/10/2024,3.9061,3.9067,3.7378,3.5868
10/10/2024,3.9486,3.9451,3.7378,3.7370
11/10/2024,3.9645,3.9569,3.7378,3.7734
14/10/2024,3.9492,3.9400,3.7964,3.7871
15/10/2024,3.9692,3.9457,3.7927,3.7748
16/10/2024,3.9791,3.9509,3.8001,3.7752
17/10/2024,3.9885,3.9627,3.8037,3.8138
18/10/2024,4.0559,4.0084,3.8195,3.7296
21/10/2024,4.0933,4.0394,3.7934,3.7183
22/10/2024,4.0988,4.0385,3.7934,3.7168
23/10/2024,4.1000,4.0312,3.7345,3.7138
24/10/2024,4.1354,4.0485,3.7278,3.7058
25/10/2024,4.1406,4.0436,3.7278,3.7060
28/10/2024,4.1490,4.0264,3.7278,3.6955
29/10/2024,4.1490,4.0196,3.7278,3.6929
30/10/2024,4.1614,4.0129,3.7434,3.6786
31/10/2024,4.1667,4.0083,3.7345,3.6743
01/11/2024,4.2692,4.0809,3.7996,3.7444
04/11/2024,4.2692,4.0674,3.7996,3.7388
05/11/2024,4.2692,4.0650,3.7996,3.7390
06/11/2024,4.2692,4.0546,3.7996,3.7376
07/11/2024,4.2690,4.0420,3.8023,3.7506
08/11/2024,4.0926,4.0888,3.7724,3.7362
11/11/2024,4.0928,4.0973,3.7727,3.7543
12/11/2024,4.0978,4.1040,3.7727,3.7543
13/11/2024,4.1038,4.1187,3.7806,3.8820
14/11/2024,4.1134,4.1351,3.7806,3.7365
18/11/2024,4.1209,4.1770,3.7885,3.7473
19/11/2024,4.1448,4.1816,3.7961,3.7749
21/11/2024,4.1660,4.2024,3.8037,3.7558
22/11/2024,4.3334,4.3591,3.8029,3.7741
25/11/2024,4.3224,4.3544,3.7968,3.7514
26/11/2024,4.3385,4.3636,3.8020,3.7520
27/11/2024,4.3590,4.3780,3.8037,3.7762
28/11/2024,4.3630,4.3972,3.8037,3.7694
29/11/2024,4.3847,4.4082,3.8146,3.7894
02/12/2024,4.4065,4.4271,3.8523,3.7916
03/12/2024,4.4137,4.4402,3.8523,3.7916
04/12/2024,4.4262,4.4506,3.8742,3.8011
05/12/2024,4.4860,4.4822,3.8988,3.8104
06/12/2024,4.6705,4.6430,3.9814,3.9676
09/12/2024,4.7072,4.6594,3.9827,3.9880
10/12/2024,4.6520,4.6555,3.9880,3.9738
11/12/2024,4.6517,4.6568,3.9884,3.9734
12/12/2024,4.6517,4.6593,3.9697,3.9728
13/12/2024,4.6937,4.6773,3.9695,3.9679
16/12/2024,4.6903,4.6684,3.9697,3.9783
17/12/2024,4.7226,4.6798,3.9790,3.9832
18/12/2024,4.7324,4.6892,3.9880,3.9871
19/12/2024,4.7358,4.6917,3.9880,3.9880
20/12/2024,4.9217,4.8884,4.0906,4.0732
23/12/2024,4.9698,4.9000,4.1033,4.0715
24/12/2024,4.9698,4.8982,4.1033,4.0673
26/12/2024,4.9862,4.9458,4.0970,4.0646
27/12/2024,4.9803,4.9446,4.0906,4.0549
30/12/2024,4.9953,4.9690,4.0906,4.0471
31/12/2024,4.9717,4.9503,4.0906,4.0448
02/01/2025,4.9736,4.9590,4.0906,4.0357
03/01/2025,4.9698,4.9558,4.0970,4.0364
06/01/2025,5.0161,4.9736,4.1043,4.0353
07/01/2025,4.9949,4.9767,4.1255,4.0261
08/01/2025,5.0161,4.9856,4.0975,4.0280
09/01/2025,5.0161,4.9916,4.0975,4.0300
10/01/2025,5.0093,5.0108,4.0350,4.0996
13/01/2025,5.0300,5.0619,4.0450,4.1136
14/01/2025,5.0551,5.0786,4.0450,4.1139
15/01/2025,5.0551,5.0918,4.0700,4.1304
16/01/2025,5.0632,5.1120,4.0700,4.1145
17/01/2025,5.0698,5.1294,4.0950,4.1601
20/01/2025,5.0632,5.1676,4.0208,4.0964
21/01/2025,5.0767,5.2397,4.0216,4.1180
22/01/2025,5.1200,5.2601,4.0287,4.0957
23/01/2025,5.1400,5.2901,4.0300,4.0954
24/01/2025,5.5001,5.6387,4.1990,4.2358
27/01/2025,5.5075,5.7047,4.2102,4.2441
28/01/2025,5.5094,5.7031,4.2186,4.2301
29/01/2025,5.5094,5.7123,4.2186,4.2316
30/01/2025,5.5200,5.7277,4.2186,4.2459
31/01/2025,5.5800,5.7370,4.2364,4.2597
03/02/2025,5.5767,5.7780,4.2437,4.2561
04/02/2025,5.5733,5.7872,4.2491,4.2636
05/02/2025,5.5733,5.8061,4.2491,4.2646
06/02/2025,5.5767,5.8199,4.2551,4.2854
07/02/2025,5.5928,5.8694,4.2601,4.2765
10/02/2025,5.6077,5.8883,4.2601,4.2695
11/02/2025,5.8781,5.8569,4.2695,4.2108
12/02/2025,5.8678,5.8346,4.2751,4.2201
13/02/2025,5.8781,5.8064,4.2751,4.2212
14/02/2025,5.8857,5.7701,4.2751,4.2279
17/02/2025,5.8967,5.6808,4.2595,4.2386
18/02/2025,5.8977,5.6647,4.2695,4.2552
19/02/2025,5.8994,5.6371,4.2695,4.2405
20/02/2025,5.8986,5.5981,4.2695,4.2608
21/02/2025,5.9068,5.6367,4.2695,4.3523
24/02/2025,5.9510,5.5632,4.2695,4.3650
25/02/2025,5.9422,5.5386,4.2695,4.3417
26/02/2025,5.9422,5.5109,4.2806,4.3428
27/02/2025,5.9422,5.4828,4.2806,4.3392
28/02/2025,5.9517,5.4943,4.2806,4.3385
05/03/2025,5.9517,5.3582,4.2806,4.3457
06/03/2025,5.9517,5.3304,4.3269,4.3488
07/03/2025,5.9517,5.3020,4.3269,4.3421
10/03/2025,5.9519,5.2175,4.3269,4.3419
11/03/2025,5.9519,5.1943,4.2810,4.3276
12/03/2025,5.2040,5.1975,4.3403,4.3466
13/03/2025,5.2150,5.2066,4.3276,4.2076
14/03/2025,5.2533,5.2332,4.4007,4.5204
17/03/2025,5.2533,5.2131,4.4007,4.5213
18/03/2025,5.2417,5.1872,4.4088,4.4693
19/03/2025,5.2417,5.1824,4.4007,4.4697
20/03/2025,5.2417,5.1811,4.4007,4.4727
21/03/2025,5.2465,5.1852,4.4363,4.4668
24/03/2025,5.2411,5.1616,4.4363,4.4256
25/03/2025,5.2616,5.1700,4.4266,4.3732
26/03/2025,5.2616,5.1626,4.4266,4.3690
27/03/2025,5.2567,5.1525,4.4371,4.3821
28/03/2025,5.2518,5.1462,4.4475,4.4155
31/03/2025,5.2616,5.1184,4.4475,4.3981
01/04/2025,5.2616,5.1136,4.4475,4.3961
02/04/2025,5.2616,5.1098,4.4475,4.3942
03/04/2025,5.2616,5.1040,4.4475,4.3922
04/04/2025,5.2510,5.0720,4.4572,4.3969
07/04/2025,5.2510,5.0565,4.4572,4.3845
08/04/2025,5.2461,5.0442,4.4571,4.3781
09/04/2025,5.2461,5.0404,4.4571,4.3767
10/04/2025,5.2461,5.0365,4.4571,4.3786
11/04/2025,5.0108,5.0079,4.4562,4.4815
14/04/2025,4.9992,4.9831,4.4490,4.5074
15/04/2025,4.9992,4.9816,4.4418,4.5008
16/04/2025,5.0001,4.9903,4.4418,4.4997
17/04/2025,4.9523,4.9498,4.3907,4.4718
22/04/2025,4.9692,4.9577,4.4479,4.4634
23/04/2025,4.9692,4.9613,4.4479,4.4567
24/04/2025,4.9619,4.9573,4.4522,4.4500
25/04/2025,4.9634,4.9452,4.4481,4.4076
28/04/2025,4.9577,4.9374,4.4461,4.3882
29/04/2025,4.9539,4.9357,4.4479,4.3838
30/04/2025,4.9659,4.9806,4.4479,4.3793
02/05/2025,4.9577,4.9674,4.4481,4.3596
05/05/2025,4.9573,4.9544,4.4479,4.3398
06/05/2025,4.9577,4.9558,4.4481,4.3384
07/05/2025,4.9577,4.9523,4.4481,4.3358
08/05/2025,4.9577,4.9483,4.4481,4.3354
09/05/2025,4.9471,4.9451,4.3428,4.3423
12/05/2025,4.9469,4.9362,4.3428,4.2341
13/05/2025,4.9464,4.9272,4.3428,4.2333
14/05/2025,4.9468,4.9243,4.3433,4.3298
15/05/2025,4.9473,4.9181,4.3428,4.2405
16/05/2025,4.9319,4.9114,4.3437,4.3431
19/05/2025,4.9099,4.9012,4.3332,4.2384
20/05/2025,4.9099,4.8969,4.3332,4.2379
21/05/2025,4.9132,4.8979,4.3331,4.2327
22/05/2025,4.9165,4.8936,4.3330,4.2304
23/05/2025,4.8959,4.8589,4.3437,4.3344
26/05/2025,4.8959,4.8500,4.3437,4.3314
27/05/2025,4.8956,4.8468,4.3421,4.3292
28/05/2025,4.8958,4.8441,4.3437,4.3263
29/05/2025,4.8956,4.8408,4.3488,4.3241
30/05/2025,4.8800,4.8053,4.3437,4.3205
02/06/2025,4.8698,4.7990,4.3434,4.3175
03/06/2025,4.8626,4.7944,4.3430,4.3173
04/06/2025,4.8605,4.7911,4.3434,4.3188
05/06/2025,4.8605,4.7916,4.3434,4.3164
06/06/2025,4.8229,4.7690,4.3434,4.3141
09/06/2025,4.8177,4.7636,4.3510,4.3124
10/06/2025,4.7707,4.7693,4.3072,4.1685
11/06/2025,4.7707,4.7679,4.3072,4.3821
12/06/2025,4.7602,4.7581,4.3124,4.2634
13/06/2025,4.7225,4.7194,4.3512,4.3872
16/06/2025,4.7130,4.7077,4.3580,4.3932
17/06/2025,4.7179,4.7070,4.3580,4.3904
18/06/2025,4.7180,4.7075,4.3512,4.3779
20/06/2025,4.6764,4.6919,4.3359,4.3517
23/06/2025,4.6764,4.6887,4.3315,4.3218
24/06/2025,4.6764,4.6896,4.3315,4.3220
25/06/2025,4.6760,4.6848,4.3220,4.3231
26/06/2025,4.6664,4.6806,4.3220,4.3284
27/06/2025,4.6627,4.6774,4.3122,4.3190
30/06/2025,4.6446,4.6735,4.3019,4.2902
01/07/2025,4.6446,4.6732,4.3019,4.2709
02/07/2025,4.6446,4.6744,4.3019,4.2693
03/07/2025,4.6589,4.6757,4.3019,4.2512
04/07/2025,4.6544,4.6836,4.3120,4.2859
07/07/2025,4.6536,4.6891,4.3019,4.2683
08/07/2025,4.6437,4.6869,4.2984,4.2581
09/07/2025,4.6340,4.6793,4.2984,4.2595
10/07/2025,4.6701,4.6750,4.2596,4.2057
11/07/2025,4.6524,4.6544,4.2700,4.1669
14/07/2025,4.6270,4.6207,4.2595,4.1957
15/07/2025,4.6448,4.6298,4.2595,4.1963
16/07/2025,4.6011,4.5893,4.2548,4.1572
17/07/2025,4.5901,4.5936,4.2500,4.2077
18/07/2025,4.5183,4.4882,4.2006,4.1980
21/07/2025,4.5249,4.4807,4.1972,4.1947
22/07/2025,4.5249,4.4771,4.1972,4.1960
23/07/2025,4.5249,4.4735,4.1972,4.1911
24/07/2025,4.5304,4.4871,4.1950,4.1628
25/07/2025,4.5134,4.4442,4.1972,4.1928
28/07/2025,4.5189,4.4436,4.1979,4.1853
29/07/2025,4.5189,4.4373,4.1979,4.1846
30/07/2025,4.5189,4.4335,4.1979,4.1840
31/07/2025,4.5134,4.4208,4.1986,4.1848
01/08/2025,4.4984,4.3913,4.1983,4.2052
04/08/2025,4.4919,4.3710,4.1983,4.2018
05/08/2025,4.4983,4.3786,4.1976,4.2005
06/08/2025,4.4855,4.3568,4.1950,4.1768
07/08/2025,4.4669,4.3525,4.1776,4.1675
08/08/2025,4.4762,4.3503,4.1612,4.1443
11/08/2025,4.4669,4.3417,4.1589,4.1445
12/08/2025,4.3421,4.3538,4.1461,4.1705
13/08/2025,4.3417,4.3615,4.1453,4.1307
14/08/2025,4.3357,4.3642,4.1445,4.1125
15/08/2025,4.3109,4.3595,4.1469,4.0229
18/08/2025,4.3088,4.3907,4.1410,4.0358
19/08/2025,4.3036,4.3982,4.1358,4.0390
20/08/2025,4.3036,4.4060,4.1358,4.0429
21/08/2025,4.2995,4.4044,4.1408,4.0860
22/08/2025,4.2115,4.3380,4.1358,4.1529
25/08/2025,4.2071,4.3661,4.1358,4.1561
26/08/2025,4.2064,4.3777,4.1358,4.1577
27/08/2025,4.2035,4.3650,4.1358,4.1573
28/08/2025,4.1989,4.3710,4.1330,4.1579
29/08/2025,4.1828,4.3774,4.1330,4.1586
01/09/2025,4.1656,4.4060,4.1360,4.1606
02/09/2025,4.1636,4.4150,4.1360,4.1613
03/09/2025,4.1636,4.4277,4.1330,4.1519
04/09/2025,4.1636,4.4371,4.1330,4.1529
05/09/2025,4.1580,4.4465,4.1237,4.1362
08/09/2025,4.1457,4.4679,4.1138,4.1199
09/09/2025,4.1457,4.4780,4.1138,4.1180
10/09/2025,4.4780,4.4704,4.1180,3.7511
11/09/2025,4.4675,4.4417,4.1180,4.0333
12/09/2025,4.4572,4.4302,4.1139,4.1540
15/09/2025,4.4526,4.4032,4.1141,4.1507
16/09/2025,4.4526,4.3964,4.1141,4.1504
17/09/2025,4.4526,4.3883,4.1141,4.1412
18/09/2025,4.4572,4.3731,4.1142,4.1268
19/09/2025,4.4573,4.3642,4.0942,4.0732
22/09/2025,4.4573,4.3361,4.1013,4.0452
23/09/2025,4.4573,4.3226,4.1013,4.0629
24/09/2025,4.4573,4.3189,4.0942,4.0556
25/09/2025,4.4479,4.2923,4.0942,4.0336
26/09/2025,4.4364,4.2827,4.0942,4.0545
29/09/2025,4.4416,4.2509,4.1001,4.0529
30/09/2025,4.4414,4.2396,4.1060,4.0613
01/10/2025,4.4414,4.2318,4.1060,4.0595
02/10/2025,4.4364,4.2239,4.1001,4.0573
03/10/2025,4.4315,4.2104,4.0942,4.0504
06/10/2025,4.4364,4.1860,4.0880,4.0438
07/10/2025,4.4364,4.1571,4.0880,4.0450
08/10/2025,4.4317,4.1551,4.0880,4.0430
09/10/2025,4.1582,4.1600,4.0423,3.6796
10/10/2025,4.1353,4.1334,3.9927,3.8929
13/10/2025,4.0982,4.1060,3.9911,3.9287
14/10/2025,4.0982,4.1096,3.9911,3.9467
15/10/2025,4.1085,4.1150,3.9911,3.9468
16/10/2025,4.1085,4.1183,3.9911,3.9476
17/10/2025,4.0890,4.1200,3.9911,3.9610
20/10/2025,4.0938,4.1239,3.9911,3.9582
21/10/2025,4.0842,4.1232,3.9911,3.9490
22/10/2025,4.0842,4.1283,3.9911,3.9447
23/10/2025,4.0714,4.1221,3.9911,3.9381
24/10/2025,3.9755,4.0626,3.9541,3.9356
27/10/2025,3.9691,4.0631,3.9369,3.9308
28/10/2025,3.9599,4.0652,3.9161,3.9206
29/10/2025,3.9599,4.0658,3.9161,3.9205
30/10/2025,3.9591,4.0658,3.9265,3.9204
31/10/2025,3.9377,4.0598,3.9265,3.8922
03/11/2025,3.9377,4.0706,3.9053,3.8808
04/11/2025,3.9377,4.0744,3.8999,3.8770
05/11/2025,3.9404,4.0805,3.8999,3.8761
06/11/2025,3.9334,4.0914,3.9053,3.8758
07/11/2025,3.9309,4.0843,3.9053,3.8826
10/11/2025,3.9322,4.1032,3.9053,3.8767
11/11/2025,4.1051,4.1101,3.8767,3.8016
12/11/2025,4.1051,4.1151,3.8691,3.6966
13/11/2025,4.0979,4.1081,3.8667,3.8146
14/11/2025,4.1013,4.1109,3.8691,3.6983
17/11/2025,4.0941,4.1191,3.8667,3.7131
18/11/2025,4.0944,4.1202,3.8610,3.7147
19/11/2025,4.0938,4.1233,3.8610,3.7178
21/11/2025,4.0711,4.0885,3.8454,3.7963
24/11/2025,4.0733,4.1008,3.8558,3.8157
25/11/2025,4.0733,4.1003,3.8558,3.8247
26/11/2025,4.0679,4.0997,3.8557,3.8263
27/11/2025,4.0624,4.0977,3.8555,3.8270
28/11/2025,4.0316,4.0960,3.8557,3.8370
01/12/2025,4.0316,4.0955,3.8349,3.8143
02/12/2025,4.0215,4.0983,3.8483,3.8348
03/12/2025,4.0215,4.0890,3.8446,3.8333
04/12/2025,4.0112,4.0951,3.8446,3.8302
05/12/2025,4.0021,4.0544,3.8316,3.8163
08/12/2025,3.9963,4.0608,3.8316,3.8186
09/12/2025,3.9963,4.0629,3.8316,3.8238
10/12/2025,4.0504,4.0520,3.8246,3.8250
11/12/2025,4.0315,4.0363,3.8246,3.8253
12/12/2025,4.0311,4.0412,3.8248,3.8355
15/12/2025,4.0211,4.0367,3.8248,3.8337
16/12/2025,4.0205,4.0237,3.8248,3.8332
17/12/2025,4.0206,4.0269,3.8341,3.8336
18/12/2025,4.0030,4.0207,3.8310,3.8246
19/12/2025,3.9597,3.9881,3.8341,3.8274
